paso,tiempo,energia,temperatura,presion
0,0.0,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
1,1e-12,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
2,2e-12,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
3,3e-12,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
4,4e-12,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
5,5e-12,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
6,6e-12,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
7,7e-12,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
8,8e-12,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
9,9e-12,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
10,1e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
11,1.0999999999999999e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
12,1.2e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
13,1.3e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
14,1.4e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
15,1.5e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
16,1.6e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
17,1.7e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
18,1.8e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
19,1.9e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
20,2e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
21,2.1e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
22,2.1999999999999998e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
23,2.2999999999999998e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
24,2.4e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
25,2.5e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
26,2.6e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
27,2.7e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
28,2.8e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
29,2.9e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
30,3e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
31,3.0999999999999996e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
32,3.2e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
33,3.3e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
34,3.4e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
35,3.5e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
36,3.6e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
37,3.7e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
38,3.8e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
39,3.9e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
40,4e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
41,4.1e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
42,4.2e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
43,4.3e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
44,4.3999999999999997e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
45,4.5e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
46,4.5999999999999996e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
47,4.7e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
48,4.8e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
49,4.9e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
50,5e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
51,5.1e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
52,5.2e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
53,5.3e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
54,5.4e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
55,5.5e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
56,5.6e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
57,5.7e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
58,5.8e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
59,5.9e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
60,6e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
61,6.1e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
62,6.199999999999999e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
63,6.3e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
64,6.4e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
65,6.5e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
66,6.6e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
67,6.7e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
68,6.8e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
69,6.9e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
70,7e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
71,7.1e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
72,7.2e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
73,7.299999999999999e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
74,7.4e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
75,7.5e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
76,7.6e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
77,7.699999999999999e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
78,7.8e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
79,7.9e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
80,8e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
81,8.1e-11,3.701834077771471e-20,268.24884621532397,0.00037018340777714707
82,8.2e-11,3.7018340777714713e-20,268.24884621532397,0.00037018340777714707
83,8.3e-11,3.7018340777714713e-20,268.24884621532397,0.00037018340777714707
84,8.4e-11,3.7018340777714713e-20,268.24884621532397,0.00037018340777714707
85,8.5e-11,3.7018340777714713e-20,268.24884621532397,0.00037018340777714707
86,8.6e-11,3.7018340777714713e-20,268.24884621532397,0.00037018340777714707
87,8.7e-11,3.7018340777714713e-20,268.24884621532397,0.00037018340777714707
88,8.799999999999999e-11,3.7018340777714713e-20,268.24884621532397,0.00037018340777714707
89,8.9e-11,3.7018340777714713e-20,268.24884621532397,0.00037018340777714707
90,9e-11,3.7018340777714713e-20,268.24884621532397,0.00037018340777714707
91,9.1e-11,3.7018340777714713e-20,268.24884621532397,0.00037018340777714707
92,9.199999999999999e-11,3.7018340777714713e-20,268.24884621532397,0.00037018340777714707
93,9.3e-11,3.701834077771472e-20,268.248846215324,0.0003701834077771472
94,9.4e-11,3.701834077771472e-20,268.248846215324,0.0003701834077771472
95,9.5e-11,3.701834077771472e-20,268.248846215324,0.0003701834077771472
96,9.6e-11,3.701834077771472e-20,268.248846215324,0.0003701834077771472
97,9.7e-11,3.701834077771472e-20,268.248846215324,0.0003701834077771472
98,9.8e-11,3.701834077771472e-20,268.248846215324,0.0003701834077771472
99,9.9e-11,3.701834077771472e-20,268.248846215324,0.0003701834077771472
100,1e-10,3.701834077771472e-20,268.248846215324,0.0003701834077771472
101,1.01e-10,3.701834077771472e-20,268.248846215324,0.0003701834077771472
102,1.02e-10,3.701834077771472e-20,268.248846215324,0.0003701834077771472
103,1.0299999999999999e-10,3.701834077771472e-20,268.248846215324,0.0003701834077771472
104,1.04e-10,3.701834077771472e-20,268.248846215324,0.0003701834077771472
105,1.05e-10,3.701834077771472e-20,268.248846215324,0.0003701834077771472
106,1.06e-10,3.7018340777714713e-20,268.24884621532397,0.00037018340777714707
107,1.0699999999999999e-10,3.7018340777714713e-20,268.24884621532397,0.00037018340777714707
108,1.08e-10,3.7018340777714713e-20,268.24884621532397,0.00037018340777714707
109,1.09e-10,3.7018340777714713e-20,268.24884621532397,0.00037018340777714707
110,1.1e-10,3.7018340777714713e-20,268.24884621532397,0.00037018340777714707
111,1.1099999999999999e-10,3.7018340777714713e-20,268.24884621532397,0.00037018340777714707
112,1.12e-10,3.7018340777714713e-20,268.24884621532397,0.00037018340777714707
113,1.13e-10,3.7018340777714713e-20,268.24884621532397,0.00037018340777714707
114,1.14e-10,3.7018340777714725e-20,268.2488462153241,0.00037018340777714723
115,1.15e-10,3.7018340777714725e-20,268.2488462153241,0.00037018340777714723
116,1.16e-10,3.7018340777714725e-20,268.2488462153241,0.00037018340777714723
117,1.17e-10,3.7018340777714725e-20,268.2488462153241,0.00037018340777714723
118,1.18e-10,3.7018340777714725e-20,268.2488462153241,0.00037018340777714723
119,1.19e-10,3.7018340777714725e-20,268.2488462153241,0.00037018340777714723
120,1.2e-10,3.7018340777714725e-20,268.2488462153241,0.00037018340777714723
121,1.21e-10,3.7018340777714725e-20,268.2488462153241,0.00037018340777714723
122,1.22e-10,3.7018340777714725e-20,268.2488462153241,0.00037018340777714723
123,1.23e-10,3.7018340777714725e-20,268.2488462153241,0.00037018340777714723
124,1.2399999999999999e-10,3.7018340777714725e-20,268.2488462153241,0.00037018340777714723
125,1.25e-10,3.7018340777714725e-20,268.2488462153241,0.00037018340777714723
126,1.26e-10,3.7018340777714725e-20,268.2488462153241,0.00037018340777714723
127,1.27e-10,3.7018340777714725e-20,268.2488462153241,0.00037018340777714723
128,1.28e-10,3.7018340777714725e-20,268.2488462153241,0.00037018340777714723
129,1.29e-10,3.7018340777714725e-20,268.2488462153241,0.00037018340777714723
130,1.3e-10,3.7018340777714725e-20,268.2488462153241,0.00037018340777714723
131,1.3099999999999999e-10,3.7018340777714725e-20,268.2488462153241,0.00037018340777714723
132,1.32e-10,3.7018340777714725e-20,268.2488462153241,0.00037018340777714723
133,1.33e-10,3.7018340777714725e-20,268.2488462153241,0.00037018340777714723
134,1.34e-10,3.7018340777714725e-20,268.2488462153241,0.00037018340777714723
135,1.35e-10,3.7018340777714725e-20,268.2488462153241,0.00037018340777714723
136,1.36e-10,3.7018340777714725e-20,268.2488462153241,0.00037018340777714723
137,1.37e-10,3.7018340777714725e-20,268.2488462153241,0.00037018340777714723
138,1.38e-10,3.7018340777714725e-20,268.2488462153241,0.00037018340777714723
139,1.3899999999999999e-10,3.7018340777714725e-20,268.2488462153241,0.00037018340777714723
140,1.4e-10,3.7018340777714725e-20,268.2488462153241,0.00037018340777714723
141,1.41e-10,3.7018340777714725e-20,268.2488462153241,0.00037018340777714723
142,1.42e-10,3.7018340777714725e-20,268.2488462153241,0.00037018340777714723
143,1.43e-10,3.7018340777714725e-20,268.2488462153241,0.00037018340777714723
144,1.44e-10,3.7018340777714725e-20,268.2488462153241,0.00037018340777714723
145,1.45e-10,3.7018340777714725e-20,268.2488462153241,0.00037018340777714723
146,1.4599999999999999e-10,3.7018340777714725e-20,268.2488462153241,0.00037018340777714723
147,1.47e-10,3.7018340777714725e-20,268.2488462153241,0.00037018340777714723
148,1.48e-10,3.7018340777714725e-20,268.2488462153241,0.00037018340777714723
149,1.49e-10,3.7018340777714725e-20,268.2488462153241,0.00037018340777714723
150,1.5e-10,3.701834077771472e-20,268.248846215324,0.0003701834077771472
151,1.51e-10,3.701834077771472e-20,268.248846215324,0.0003701834077771472
152,1.52e-10,3.701834077771472e-20,268.248846215324,0.0003701834077771472
153,1.53e-10,3.701834077771472e-20,268.248846215324,0.0003701834077771472
154,1.5399999999999999e-10,3.701834077771472e-20,268.248846215324,0.0003701834077771472
155,1.55e-10,3.701834077771472e-20,268.248846215324,0.0003701834077771472
156,1.56e-10,3.701834077771472e-20,268.248846215324,0.0003701834077771472
157,1.57e-10,3.701834077771472e-20,268.248846215324,0.0003701834077771472
158,1.58e-10,3.701834077771472e-20,268.248846215324,0.0003701834077771472
159,1.59e-10,3.701834077771472e-20,268.248846215324,0.0003701834077771472
160,1.6e-10,3.701834077771472e-20,268.248846215324,0.0003701834077771472
161,1.6099999999999999e-10,3.701834077771472e-20,268.248846215324,0.0003701834077771472
162,1.62e-10,3.701834077771472e-20,268.248846215324,0.0003701834077771472
163,1.63e-10,3.701834077771472e-20,268.248846215324,0.0003701834077771472
164,1.64e-10,3.701834077771472e-20,268.248846215324,0.0003701834077771472
165,1.65e-10,3.701834077771472e-20,268.248846215324,0.0003701834077771472
166,1.66e-10,3.701834077771472e-20,268.248846215324,0.0003701834077771472
167,1.67e-10,3.701834077771472e-20,268.248846215324,0.0003701834077771472
168,1.68e-10,3.701834077771472e-20,268.248846215324,0.0003701834077771472
169,1.6899999999999999e-10,3.701834077771472e-20,268.248846215324,0.0003701834077771472
170,1.7e-10,3.701834077771472e-20,268.248846215324,0.0003701834077771472
171,1.71e-10,3.701834077771472e-20,268.248846215324,0.0003701834077771472
172,1.72e-10,3.701834077771472e-20,268.248846215324,0.0003701834077771472
173,1.73e-10,3.701834077771472e-20,268.248846215324,0.0003701834077771472
174,1.74e-10,3.701834077771472e-20,268.248846215324,0.0003701834077771472
175,1.75e-10,3.701834077771472e-20,268.248846215324,0.0003701834077771472
176,1.7599999999999999e-10,3.701834077771472e-20,268.248846215324,0.0003701834077771472
177,1.77e-10,3.701834077771472e-20,268.248846215324,0.0003701834077771472
178,1.78e-10,3.701834077771472e-20,268.248846215324,0.0003701834077771472
179,1.79e-10,3.701834077771472e-20,268.248846215324,0.0003701834077771472
180,1.8e-10,3.701834077771472e-20,268.248846215324,0.0003701834077771472
181,1.81e-10,3.701834077771472e-20,268.248846215324,0.0003701834077771472
182,1.82e-10,3.701834077771472e-20,268.248846215324,0.0003701834077771472
183,1.83e-10,3.701834077771472e-20,268.248846215324,0.0003701834077771472
184,1.8399999999999998e-10,3.701834077771472e-20,268.248846215324,0.0003701834077771472
185,1.85e-10,3.701834077771472e-20,268.248846215324,0.0003701834077771472
186,1.86e-10,3.701834077771472e-20,268.248846215324,0.0003701834077771472
187,1.87e-10,3.701834077771472e-20,268.248846215324,0.0003701834077771472
188,1.88e-10,3.701834077771472e-20,268.248846215324,0.0003701834077771472
189,1.89e-10,3.701834077771472e-20,268.248846215324,0.0003701834077771472
190,1.9e-10,3.701834077771472e-20,268.248846215324,0.0003701834077771472
191,1.9099999999999999e-10,3.701834077771472e-20,268.248846215324,0.0003701834077771472
192,1.92e-10,3.701834077771472e-20,268.248846215324,0.0003701834077771472
193,1.93e-10,3.701834077771472e-20,268.248846215324,0.0003701834077771472
194,1.94e-10,3.701834077771472e-20,268.248846215324,0.0003701834077771472
195,1.95e-10,3.701834077771472e-20,268.248846215324,0.0003701834077771472
196,1.96e-10,3.701834077771472e-20,268.248846215324,0.0003701834077771472
197,1.97e-10,3.701834077771472e-20,268.248846215324,0.0003701834077771472
198,1.98e-10,3.701834077771472e-20,268.248846215324,0.0003701834077771472
199,1.9899999999999998e-10,3.701834077771472e-20,268.248846215324,0.0003701834077771472
